gene,mirna
6648,367
6648,367
6648,367
6648,367
6369,367
7191,367
5183,367
244,367
6915,367
6915,367
714,367
6259,367
6669,367
3217,367
4400,367
3439,367
2734,367
4023,367
3349,367
3349,367
3325,367
6465,367
1040,367
1979,367
3288,367
7241,367
7278,367
4500,367
3905,367
959,367
5601,367
19,367
2650,367
5005,367
6743,367
4336,367
6738,367
2603,367
1022,367
7470,367
2111,368
2111,368
6371,368
6341,368
4197,368
3461,368
3461,368
3461,368
3461,368
3461,368
3191,368
1246,368
25,368
1037,368
7413,368
6665,368
4643,368
4196,368
3069,368
2176,368
1419,368
400,368
116,368
4248,368
7186,368
2281,368
108,368
6287,368
5890,368
2602,368
6421,368
4192,368
4192,368
3413,368
7415,368
6464,368
6459,368
6092,368
5563,368
5432,368
5377,368
3153,368
3153,368
2777,368
2490,368
1864,368
4615,368
4208,368
2065,368
5220,368
5220,368
6199,368
6199,368
6199,368
2279,368
2969,368
529,368
3550,368
3574,368
3985,368
7085,368
3194,368
7440,368
5190,368
3187,368
2111,368
2111,368
2111,368
2111,368
2111,368
2111,368
727,368
727,368
5641,368
4913,368
4506,368
3461,368
3461,368
2886,368
1588,368
4248,368
4248,368
214,368
214,368
7186,368
3237,368
4547,368
4547,368
6942,368
259,368
2602,368
2127,368
6421,368
5645,368
3787,368
3789,368
3101,368
3103,368
772,368
3544,368
572,368
5274,368
7230,368
814,369
814,369
814,369
2466,369
3128,369
3128,369
3128,369
5873,369
6957,369
6835,369
3870,369
1309,369
1788,369
399,369
6090,369
4467,369
6725,369
1520,369
1356,369
2753,369
3413,369
4705,369
3765,369
4615,369
7512,369
3608,369
4242,370
3332,370
6166,370
6409,370
1210,370
2582,370
620,370
508,370
3988,370
5136,370
948,370
3839,370
5774,370
5774,370
5774,370
5774,370
7273,370
2132,370
7456,370
7456,370
7456,370
7456,370
5379,370
3935,370
1073,370
3343,370
3343,370
5712,370
5712,370
5712,370
4200,370
3447,370
6765,370
6429,370
787,370
1326,370
1326,370
716,370
1475,370
521,370
2005,370
2498,370
6803,370
6498,370
2006,370
1967,370
4209,370
1221,370
2684,370
6015,370
1460,370
6577,370
5051,370
4806,370
3585,370
2969,370
2693,370
2683,370
1240,370
743,370
6647,370
2289,370
5236,370
5236,370
251,370
6684,370
1802,370
2234,370
4607,370
6444,370
7376,370
2802,370
5378,370
623,370
1141,370
649,370
6921,370
1376,370
1349,370
6238,370
5144,370
4440,370
3431,370
908,370
6813,370
6923,370
2033,370
1609,370
2189,370
2189,370
193,370
2877,370
6544,370
6419,370
2987,370
4314,370
4314,370
690,370
5371,370
7237,370
6848,370
6754,370
6673,370
6069,370
5870,370
5718,370
5458,370
5418,370
4704,370
4629,370
4174,370
3715,370
3166,370
2657,370
2569,370
6841,370
1167,370
1098,370
999,370
825,370
767,370
321,370
300,370
260,370
1143,370
226,370
226,370
6366,370
4709,370
7018,370
6949,370
6417,370
5520,370
4422,370
4422,370
4422,370
3047,370
2652,370
219,370
4095,370
2298,370
837,370
4827,370
1895,370
3024,370
3141,370
153,370
6333,370
540,370
6588,370
720,370
4745,370
3577,370
1241,370
5381,370
1619,370
7127,370
5727,370
5727,370
3348,370
3348,370
7189,370
3978,370
3332,370
5042,370
6881,370
7194,370
3328,370
1831,370
3498,370
6760,370
4787,370
706,370
4021,370
4384,370
6780,370
1118,370
1260,370
3346,370
6683,370
6260,370
787,371
4528,371
2426,371
1057,371
4198,371
4198,371
4198,371
3177,371
3177,371
704,371
6479,371
6479,371
6409,371
1281,371
2164,371
4515,371
257,371
7475,371
2224,371
2497,371
7436,371
7335,371
6429,371
4087,371
4070,371
4067,371
3781,371
3781,371
642,371
642,371
2640,371
4290,371
4290,371
6841,371
4471,371
4471,371
4471,371
4046,371
4046,371
2382,371
5365,371
2615,371
6283,371
6283,371
3170,371
1663,371
6765,371
948,371
7497,371
4885,371
7294,371
6243,371
6243,371
4331,371
1042,371
314,371
1797,371
4200,371
4102,371
3414,371
4652,371
1041,371
1337,371
1429,371
2543,371
2798,371
3100,371
3193,371
3199,371
4466,371
4615,371
4720,371
5636,371
5689,371
5940,371
6145,371
6427,371
6936,371
1627,371
5627,371
2293,372
2256,372
2688,372
750,372
750,372
750,372
2063,372
2063,372
2063,372
2601,372
2601,372
4453,372
4453,372
4453,372
5133,372
2650,372
2650,372
2650,372
2650,372
2650,372
4279,372
4279,372
851,372
1164,372
7359,372
4208,372
2179,372
2065,372
3242,372
6738,372
6738,372
4498,372
3153,372
6571,372
6571,372
6571,372
5464,372
5464,372
5464,372
5464,372
3969,372
1017,372
1537,372
7244,372
6734,372
6068,372
5220,372
5220,372
1462,372
6539,372
4830,372
2749,372
2749,372
2076,372
1823,372
1078,372
4550,372
4550,372
2910,372
1361,372
1037,372
620,372
3157,372
3748,372
4125,372
6864,372
3179,372
3179,372
816,372
5558,372
3683,372
4016,372
5767,372
7171,372
3077,372
6575,372
6459,372
6459,372
2525,372
2525,372
7265,372
6124,372
4615,372
3165,372
6841,372
1447,372
1944,372
179,372
6757,372
2000,372
643,372
999,372
999,372
3156,372
1426,372
2443,372
3238,372
4231,372
6147,372
6550,372
1660,372
6100,373
6100,373
6100,373
4837,373
3355,373
7340,373
4862,373
4862,373
5084,373
5493,373
5493,373
3870,373
1119,373
2500,373
2372,373
1936,373
1296,373
621,373
3817,373
3742,373
7078,373
5121,373
3027,373
3672,373
7018,373
4446,373
5245,373
6600,373
6785,373
6822,373
1159,373
3071,373
5420,373
658,374
4829,374
4829,374
4829,374
4829,374
3686,374
913,374
6965,374
5965,374
5965,374
5625,374
5071,374
4721,374
3156,374
3248,374
3248,374
3248,374
3248,374
3248,374
4600,374
2688,374
1122,374
3750,374
3750,374
3750,374
6441,374
6441,374
6441,374
7333,374
7333,374
3255,374
2708,374
1077,374
754,374
6639,374
6584,374
187,374
187,374
187,374
1376,374
926,374
3166,374
2185,374
5796,374
6198,374
5042,374
1800,374
3414,374
6643,374
2127,374
4226,374
6260,374
5232,374
3244,374
3576,374
5294,375
3717,375
3717,375
2950,375
5748,375
642,375
642,375
1134,375
3641,375
3641,375
3641,375
6906,375
5042,375
3850,375
2255,375
5888,375
6843,375
7452,375
999,375
999,375
986,375
2242,375
6329,375
7413,375
6970,375
7417,375
6532,375
4520,375
385,375
4507,375
837,375
786,376
2004,376
2638,376
2638,376
2638,376
6172,376
3791,376
538,376
2145,376
7417,376
478,376
3185,376
6902,376
3206,376
5103,376
6572,376
6572,376
2650,376
2650,376
2202,376
2202,376
1344,376
5237,376
5237,376
5474,376
1635,376
5572,376
5572,376
4956,376
3821,376
3716,376
3716,376
799,376
96,376
275,376
1161,376
6531,376
1798,376
394,376
6247,376
1267,376
1267,376
1788,376
1788,376
6382,376
2820,376
4130,376
4130,376
7263,376
5851,376
3571,376
1114,376
1115,376
4395,376
76,376
5687,376
5937,376
6760,376
38,376
6406,376
6643,376
6429,377
6036,377
6881,377
6881,377
4716,377
4716,377
1253,377
6591,377
875,377
4617,377
4617,377
5839,377
4016,377
2910,377
5998,377
1749,377
6667,377
4929,377
4929,377
4929,377
4929,377
2643,377
1133,377
4467,377
6858,377
5258,377
5168,377
5871,377
5871,377
5871,377
5339,377
5339,377
6187,377
5119,377
1404,377
1008,377
3479,377
239,377
5859,377
1140,377
5177,377
2909,377
2909,377
1475,377
853,377
6769,377
2041,377
4691,377
164,377
2347,377
7330,377
5781,377
3576,377
3255,377
1900,377
2117,377
3280,377
3280,377
7347,377
7347,377
5591,377
1537,377
986,377
2451,377
6332,377
849,377
2637,377
5046,377
4119,377
2335,377
843,377
6414,377
5736,377
1608,377
202,377
3124,377
3817,377
4429,377
6425,377
6039,377
4806,377
1956,377
156,377
121,377
4369,377
674,377
6960,377
1659,377
946,377
946,377
5383,377
7263,377
3985,377
1784,378
4023,378
5290,378
2691,378
4025,378
3264,378
1595,378
5823,378
487,378
385,378
2517,378
5315,378
5190,378
5190,378
6269,378
6269,378
7395,378
542,378
4926,378
4926,378
4919,378
6742,378
1628,378
1260,378
1260,378
1260,378
445,378
1589,378
1589,378
995,378
4980,378
1602,378
7463,378
936,378
3784,378
2258,378
2521,378
7052,378
7052,378
7052,378
6965,378
6456,378
6424,378
5006,378
4615,378
4615,378
4357,378
3674,378
3674,378
3588,378
3091,378
3091,378
2832,378
2832,378
2832,378
1649,378
1222,378
976,378
858,378
499,378
29,378
29,378
7335,378
7335,378
7335,378
7335,378
7335,378
7335,378
4965,378
692,378
2623,378
1014,378
3686,378
3686,378
3686,378
671,378
4264,378
3836,378
5150,378
4727,378
2215,378
211,378
7503,378
6117,378
5340,378
2593,378
177,378
5387,378
5387,378
3509,378
2551,378
4483,378
3180,378
7295,378
5170,378
6577,378
3413,378
382,378
853,378
2654,378
3249,378
3576,378
5724,378
6290,378
6613,378
6844,378
6927,378
6927,378
7470,378
4203,378
4556,378
2331,378
2331,378
2331,378
2331,378
2331,378
5620,378
5620,378
5620,378
5620,378
5620,378
5620,378
5620,378
5620,378
4023,378
4054,378
5290,378
6848,378
5699,378
5699,378
2691,378
7436,378
7436,378
559,378
712,378
487,378
539,378
4046,378
3508,378
1111,378
2517,378
2517,378
708,378
5190,378
750,378
1260,378
3955,378
5721,378
5373,378
2960,378
678,378
1166,378
3977,378
959,378
4150,378
1585,378
1118,379
1118,379
1118,379
7117,379
5128,379
3978,379
3978,379
2755,379
4258,379
4258,379
3171,379
3171,379
3171,379
5877,379
635,379
635,379
2579,379
2579,379
864,379
6940,379
6854,379
7466,379
3557,379
3645,379
5047,379
7005,379
6750,379
5490,379
2175,379
6792,379
3252,379
5619,379
5372,379
4219,379
7333,379
5071,379
4980,379
3324,379
3253,379
7337,379
4926,379
81,379
5881,379
1586,379
6657,379
5038,379
2127,379
2630,379
5897,379
3034,379
7060,379
6963,379
4638,379
4522,379
7435,379
3688,379
2470,379
5464,379
3839,379
228,379
5857,379
4797,379
309,379
996,379
6117,379
2927,379
5100,379
4137,379
1536,379
1770,379
4551,379
757,379
5781,379
162,379
5046,379
1574,379
6782,379
6549,379
6508,379
5505,379
3633,379
2667,379
260,379
3907,379
7530,379
875,379
1608,379
4211,379
6086,379
6086,379
6744,379
3397,379
3572,379
153,379
2071,379
1256,379
1260,379
3325,379
3466,379
7436,379
7151,380
6123,380
3784,380
6571,380
3773,380
3773,380
3773,380
390,380
5930,380
1484,380
4457,380
4457,380
6809,380
6547,380
5340,380
5340,380
7306,380
7306,380
5499,380
3299,380
5960,380
6498,380
2894,380
4252,380
2451,380
150,380
17,380
3854,380
728,380
852,380
7149,380
3597,380
269,380
796,380
3288,380
3541,380
6951,380
4363,380
4758,380
2838,380
6541,380
4662,380
3186,380
2578,380
7456,380
1797,380
3703,380
4060,380
5774,380
5910,380
6835,380
1410,380
3255,380
4356,380
4817,380
5159,380
2603,380
4175,381
6046,381
7148,381
1484,381
2078,381
2206,381
1606,381
307,381
490,381
2123,381
5173,381
7241,381
6907,381
1301,381
4057,381
3642,381
865,381
2645,381
3087,381
7212,381
1921,381
6500,381
230,381
7345,381
2703,381
7292,381
2351,381
7499,381
2471,381
3434,381
3290,381
4291,381
2994,381
6404,381
3855,381
5968,381
1873,381
248,381
263,381
4511,381
3032,381
6148,381
4623,381
1961,381
6001,381
2685,381
5615,381
5851,381
1682,381
4878,381
1306,381
3856,381
419,381
3980,381
7523,381
5734,381
1717,381
4249,381
548,381
1450,381
1622,381
811,381
6609,381
7520,381
5920,381
5774,381
3584,381
886,381
3016,381
6475,381
5541,381
6373,381
3614,381
915,381
7134,381
1208,381
3362,381
1563,381
2229,381
5775,381
7454,381
6473,381
2667,381
2667,381
5385,381
5761,381
2327,381
2500,381
5190,381
4007,381
1305,381
2651,381
6541,381
5476,381
5196,381
3376,381
4330,381
1063,381
1121,381
5926,381
3586,381
3137,381
4861,381
3690,381
6655,381
4390,381
1249,381
6843,381
3325,381
6496,381
4718,381
416,381
6332,381
2662,381
267,381
4461,381
3041,381
5388,381
20,381
3641,381
3439,381
4196,381
875,381
7369,381
1303,381
4305,381
2262,381
706,381
6889,381
2199,381
4352,381
5378,381
1553,381
4653,381
2403,381
6904,381
1064,381
439,381
1411,381
5122,381
1914,381
1274,381
793,381
2194,381
5758,381
786,381
2465,381
4769,381
1273,381
5168,381
2214,381
4891,381
1513,381
4580,381
5903,381
1132,381
7301,381
7472,381
6077,381
4779,381
4661,381
4918,381
3377,381
3534,381
551,381
1864,381
3895,381
400,381
2369,381
110,381
110,381
3109,381
6662,381
3097,381
6723,381
5666,381
5514,381
5906,381
769,381
4954,381
4809,381
821,381
5490,381
4687,381
2628,381
313,381
1956,381
7532,381
1342,381
6247,381
3983,381
259,381
5781,381
3159,381
3364,381
1451,381
557,381
3086,381
2648,381
2744,381
4503,381
1209,381
2580,381
1367,381
3704,381
689,381
2179,381
6194,381
1135,381
3837,381
5716,381
2063,381
2091,381
5931,381
1867,381
3263,381
5587,381
6650,381
2470,381
1856,381
981,381
2901,381
4531,381
5723,381
3460,381
4205,381
3752,381
3927,381
941,381
5751,381
5416,381
3969,381
5598,381
6822,381
5746,381
6286,381
1813,381
3670,381
4873,381
4873,381
6300,381
3646,381
5981,381
6726,381
3286,381
3286,381
3604,381
4457,381
4457,381
3253,381
4677,381
2514,381
4284,381
7145,381
5276,381
2856,381
2632,381
2904,381
6499,381
722,381
3660,381
1410,381
7242,381
1225,381
6410,381
3928,381
224,381
3766,381
4969,381
5262,381
3202,381
3028,381
5419,381
5731,381
1891,381
2100,381
3659,381
5778,381
4337,381
1454,381
6424,381
7177,381
2584,381
2347,381
4689,381
1932,381
1390,381
5788,381
448,381
4515,381
2711,381
7296,381
5237,381
7376,381
387,381
1848,381
1406,381
1514,381
5067,381
1627,381
3188,381
3849,381
4879,381
5493,381
5229,381
6592,381
7432,381
4588,381
3829,381
5283,381
7132,381
555,381
6417,381
1229,381
4013,381
1357,381
3296,381
6831,381
6507,381
5154,381
4156,381
3814,381
1458,381
4810,381
4364,381
4960,381
5417,381
7377,381
1199,381
1469,381
3481,381
1395,381
2138,381
2265,381
4112,381
6933,381
2655,381
4655,381
3388,381
1689,381
1338,381
2251,381
1059,381
2722,381
201,381
4794,381
6709,381
4925,381
3768,381
1621,381
488,381
5007,381
5321,381
4853,381
3353,381
4247,381
753,381
4016,381
355,381
4967,381
3929,381
963,381
1270,381
3588,381
4756,381
3647,381
2368,381
2076,381
6049,381
4935,381
3289,381
3413,381
4373,381
672,381
1629,381
5501,381
2576,381
5325,381
4206,381
708,381
708,381
708,381
708,381
708,381
708,381
986,381
1643,381
4141,381
2038,381
1749,381
2357,381
1861,381
7019,381
3292,381
566,381
6817,381
6817,381
4691,381
4595,381
3375,381
799,381
5135,381
3471,381
4369,381
4806,381
5582,381
6883,381
119,381
248,381
5851,381
6198,381
4639,381
6455,381
6409,382
1788,382
1788,382
1788,382
1788,382
1788,382
5023,382
2060,382
1802,382
1802,382
1802,382
1168,382
1168,382
4733,382
3791,382
5237,382
5237,382
3869,382
3171,382
3012,382
3012,382
5943,382
6702,382
989,382
989,382
989,382
7442,382
4829,382
4829,382
4829,382
4829,382
6765,382
6765,382
1242,382
3381,382
7362,382
7362,382
2712,382
4210,382
3937,382
3631,382
4314,382
239,382
7377,382
7200,382
7195,382
7091,382
7067,382
7002,382
7002,382
6912,382
6401,382
6380,382
5084,382
5084,382
5084,382
5084,382
5060,382
5056,382
4662,382
4457,382
3971,382
3971,382
3834,382
3834,382
3520,382
3504,382
3504,382
3504,382
3466,382
2601,382
2601,382
2179,382
1861,382
1861,382
1673,382
1673,382
418,382
418,382
418,382
418,382
403,382
403,382
341,382
341,382
7413,382
4211,382
4600,382
919,382
493,382
493,382
493,382
3188,382
3188,382
3188,382
2653,382
2653,382
2653,382
4508,382
7288,382
7288,382
7288,382
7288,382
5426,382
5426,382
389,382
389,382
2165,382
3020,382
4173,382
7244,382
6507,382
6025,382
711,382
7456,382
3821,382
3196,382
2167,382
1131,382
171,382
1496,382
2144,382
6371,382
3013,382
5042,382
5042,382
5042,382
5042,382
5042,382
4429,382
4429,382
4429,382
6541,382
3387,382
4279,382
5558,382
5372,382
6222,382
7306,382
5711,382
7337,382
861,382
6367,382
4743,382
7251,382
3664,382
3107,382
4060,382
5854,382
5342,382
1140,382
7432,382
6753,382
6198,382
4539,382
4539,382
3864,382
1793,382
1070,382
269,382
5213,382
3874,382
5954,382
616,382
616,382
2621,382
2733,382
6037,382
1133,382
1619,382
2545,382
2889,382
3308,382
3979,382
4825,382
6315,382
6400,382
7089,382
4269,382
729,383
4167,383
4167,383
4167,383
7194,383
5128,383
5929,383
7335,383
4466,383
4466,383
1600,383
975,383
1257,383
1257,383
1257,383
1257,383
4258,383
4258,383
1200,383
5566,383
5566,383
4932,383
6316,383
2667,383
100,383
4063,383
3686,383
3525,383
6772,383
1683,383
4934,383
4693,383
4661,383
3599,383
6750,383
1307,383
1307,383
1454,383
5071,383
3401,383
6504,383
996,383
239,383
3369,383
2,383
6789,383
7522,383
6354,383
6039,383
5030,383
3198,383
2362,383
2187,383
735,383
1738,383
3752,383
7322,383
2731,383
2877,383
2877,383
393,383
6641,383
4293,383
3387,383
783,383
5701,383
6004,383
901,383
4208,383
83,383
2278,383
3393,383
6731,383
2883,383
4114,383
3861,383
6302,383
1797,383
4227,383
5441,383
6453,383
5620,383
5620,383
6648,383
729,383
1031,383
3512,383
1131,384
1118,384
1118,384
1118,384
1118,384
4329,384
6347,384
6663,384
2105,384
4231,384
4231,384
4231,384
5974,384
5974,384
5714,384
5714,384
5714,384
1627,384
1627,384
792,384
792,384
792,384
792,384
6733,384
4761,384
1905,384
6230,384
6230,384
1155,384
1155,384
1155,384
1155,384
1155,384
6949,384
6949,384
6949,384
6949,384
6949,384
5282,384
233,384
171,384
3686,384
924,384
1848,384
5225,384
5225,384
5225,384
2873,384
2873,384
3660,384
3660,384
3660,384
3660,384
4142,384
4142,384
615,384
829,384
829,384
1315,384
1315,384
1315,384
1086,384
7417,384
7417,384
5620,384
4227,384
4227,384
4036,384
4036,384
4036,384
2045,384
1639,384
1639,384
593,384
6447,384
2175,384
6778,384
1238,384
1238,384
6765,384
4973,384
6092,384
3144,384
3254,384
2684,384
7186,384
6058,384
5674,384
7075,384
6307,384
1260,385
1260,385
3107,385
1257,385
1257,385
1257,385
1257,385
4046,385
4046,385
4258,385
4258,385
1200,385
2649,385
6316,385
5876,385
2667,385
5497,385
4111,385
5442,385
5122,385
1867,385
1795,385
3686,385
5076,385
6870,385
6772,385
3974,385
6750,385
1307,385
6504,385
996,385
5971,385
928,385
6642,385
4909,385
2653,385
2512,385
2362,385
2313,385
876,385
3047,385
393,385
6641,385
3387,385
5701,385
6004,385
6541,385
901,385
495,385
83,385
2278,385
6743,385
512,385
1973,385
5510,385
4664,385
4161,385
4826,385
1797,385
3721,385
1663,385
729,385
729,385
4973,385
2600,385
3527,385
814,387
814,387
4909,387
5571,387
4716,387
4716,387
4562,387
1175,387
1175,387
7450,387
2032,387
2620,387
2316,387
6015,387
2501,387
4419,387
3703,387
1628,387
1063,387
4044,387
5177,387
5183,387
4261,388
6906,388
6906,388
3183,388
3676,388
4466,388
4466,388
2179,388
5359,388
1819,388
1819,388
6115,388
6115,388
3698,388
3698,388
3698,388
6950,388
5172,388
2580,388
2580,388
2620,388
5441,388
4254,388
6382,388
6375,388
7335,388
5750,388
5237,388
2073,388
2598,388
1214,388
6062,388
4612,389
4612,389
3770,389
3770,389
3988,389
4466,389
104,389
750,389
750,389
750,389
750,389
2778,389
6062,389
6062,389
5982,389
7419,389
6571,389
6571,389
6571,389
6571,389
7448,389
7448,389
6873,389
3678,389
1511,389
1511,389
2601,389
2601,389
2601,389
204,389
3684,389
5133,389
231,389
1308,389
2791,389
5642,389
6046,389
6046,389
5819,389
2374,389
2892,389
809,389
809,389
2295,389
2038,389
5671,389
5671,389
5671,389
494,389
4226,389
6085,389
6136,389
6128,389
2079,389
5396,389
5931,389
3312,389
3312,389
3312,389
6533,389
6533,389
6533,389
6609,389
814,389
814,389
814,389
814,389
2859,389
2831,389
4279,389
3167,389
3167,389
4095,389
4178,389
4178,389
2120,389
6427,389
7522,389
7515,389
7480,389
7474,389
7457,389
7428,389
7298,389
7288,389
7282,389
7232,389
7195,389
7164,389
7141,389
7138,389
7026,389
6991,389
6952,389
6926,389
6886,389
6865,389
6838,389
6809,389
6771,389
6766,389
6752,389
6735,389
6717,389
6693,389
6711,389
6684,389
6655,389
6576,389
6510,389
6508,389
6485,389
6459,389
6457,389
6451,389
6448,389
6423,389
6409,389
6396,389
6377,389
6329,389
6305,389
6298,389
6251,389
6260,389
6245,389
6230,389
6210,389
6176,389
6118,389
6068,389
6061,389
6058,389
6031,389
6009,389
5965,389
5964,389
5937,389
5930,389
5923,389
5908,389
5892,389
5885,389
5878,389
5866,389
5857,389
5829,389
5824,389
5803,389
5792,389
5704,389
5672,389
5670,389
5655,389
5636,389
5625,389
5605,389
5566,389
5539,389
5515,389
5505,389
5502,389
5499,389
5455,389
5445,389
5442,389
5384,389
5385,389
5364,389
5344,389
5341,389
5339,389
5301,389
5283,389
5257,389
5229,389
5196,389
5157,389
5132,389
5115,389
5112,389
5077,389
5069,389
5061,389
5059,389
5048,389
5034,389
4982,389
4960,389
4944,389
4941,389
4918,389
4921,389
4904,389
4846,389
4788,389
4769,389
4767,389
4750,389
4727,389
4720,389
4678,389
4664,389
4637,389
4609,389
4565,389
4498,389
4480,389
4477,389
4434,389
4427,389
4419,389
4371,389
4370,389
4367,389
4363,389
4333,389
4327,389
4291,389
4260,389
4248,389
4165,389
4173,389
4156,389
4129,389
4125,389
4110,389
4096,389
4066,389
4036,389
4030,389
4023,389
4027,389
4003,389
3968,389
3953,389
3928,389
3895,389
3874,389
3815,389
3768,389
3763,389
3747,389
3688,389
3670,389
3649,389
3642,389
3634,389
3635,389
3577,389
3515,389
3506,389
3494,389
3481,389
3430,389
3397,389
3385,389
3328,389
3325,389
3280,389
3250,389
3149,389
3141,389
3137,389
3136,389
3111,389
2958,389
2865,389
2826,389
2800,389
2799,389
2777,389
2696,389
2662,389
2643,389
2628,389
2604,389
2597,389
2571,389
2570,389
2565,389
2549,389
2502,389
2455,389
2454,389
2440,389
2432,389
2386,389
2353,389
2348,389
2347,389
2324,389
2226,389
2237,389
2192,389
2170,389
2163,389
2154,389
2150,389
2145,389
2142,389
2140,389
2132,389
2117,389
2094,389
1993,389
1987,389
1984,389
1983,389
1981,389
1962,389
1952,389
1942,389
1927,389
1922,389
1914,389
1892,389
1889,389
1864,389
1861,389
1815,389
1803,389
1804,389
1801,389
1784,389
1744,389
1719,389
1715,389
1698,389
1691,389
1651,389
1620,389
1598,389
1601,389
1578,389
1567,389
1561,389
1549,389
1548,389
1487,389
1448,389
1358,389
1354,389
1220,389
1123,389
1083,389
1042,389
1037,389
1031,389
1003,389
904,389
866,389
824,389
807,389
788,389
761,389
705,389
696,389
635,389
632,389
629,389
620,389
617,389
597,389
588,389
577,389
575,389
533,389
526,389
513,389
510,389
505,389
495,389
400,389
381,389
364,389
358,389
321,389
278,389
161,389
144,389
129,389
114,389
110,389
100,389
77,389
55,389
13,389
5987,389
1085,389
1094,389
4933,389
1024,389
5520,389
7359,389
7335,389
2179,389
6442,389
6442,389
3009,389
3009,389
4969,389
4969,389
4969,389
4453,389
4453,389
4453,389
4857,389
2731,389
5974,389
2749,389
2749,389
1787,389
1787,389
1078,389
4550,389
4550,389
1271,389
5418,389
5418,389
3864,389
2910,389
2688,389
2293,389
3855,389
3748,389
1206,389
1206,389
6864,389
5736,389
7171,389
7186,389
6124,389
3165,389
6634,389
5582,389
6259,389
3770,389
3770,389
3770,389
3341,389
6765,389
750,389
750,389
750,389
2778,389
6062,389
6062,389
6062,389
5982,389
5982,389
3196,389
7419,389
7419,389
1260,389
3794,389
4208,389
5053,389
2794,389
1238,389
2120,389
2120,389
5920,389
6427,389
3815,389
5379,389
6672,389
2071,389
3665,389
4239,389
6148,389
719,389
5598,390
5848,390
5848,390
5848,390
2582,390
2582,390
1357,390
4095,390
6874,390
6123,390
6912,390
6912,390
7335,390
7335,390
7335,390
7335,390
7335,390
7335,390
1448,390
6442,390
6442,390
3148,390
3148,390
3148,390
3148,390
4857,390
926,390
6062,390
5013,390
5703,390
3839,390
1380,390
6260,390
5736,390
2551,390
2120,390
6237,390
1788,391
1788,391
1788,391
6109,391
3007,391
4103,391
989,391
1271,391
1268,391
4006,391
5488,391
5931,391
5616,391
2913,391
3953,391
6613,391
4087,392
5498,392
7082,392
1663,392
7113,392
1134,392
1134,392
3796,392
2071,392
2071,392
3836,392
4745,392
1260,392
5177,392
914,392
914,392
914,392
914,392
914,392
3012,392
3776,392
1467,392
6133,392
6142,392
6096,392
821,392
278,392
2628,392
3586,392
4436,392
6799,392
2798,392
5102,392
6400,392
6153,392
6963,392
1267,392
3413,392
5998,392
7294,392
7294,392
7294,392
849,392
849,392
1861,392
819,392
5859,392
889,392
3868,392
3868,392
1749,392
7306,392
1797,392
6549,392
5890,392
5810,392
7466,392
3167,392
2597,392
2925,392
6613,392
1779,392
3055,392
3055,392
7186,392
4396,392
727,392
4525,392
4525,392
2256,392
7123,392
5638,392
5620,392
5620,392
3450,392
5895,392
6765,392
6765,392
6765,392
1267,392
1153,392
3805,392
3101,392
1653,392
768,392
765,392
7239,392
813,392
6549,392
7132,392
3811,392
4237,392
6683,392
1732,392
1114,392
7038,392
4349,392
242,392
4352,392
2255,392
78,392
5274,392
5414,392
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
708,393
708,393
708,393
2576,393
5620,393
43,393
4562,393
1679,393
1679,393
4740,393
415,393
2972,393
7322,393
7397,393
3678,393
7359,393
1019,393
575,393
4637,393
6608,393
6040,393
5135,393
2894,393
2894,393
6906,393
3170,393
95,393
553,393
5278,393
3829,393
193,393
2466,393
4944,393
3164,393
4198,393
4198,393
1757,393
620,393
620,393
5428,393
6197,393
7468,393
849,393
1633,393
100,393
4936,393
5280,393
5687,393
6665,393
297,393
2623,393
5755,393
2053,393
7239,393
552,393
5204,393
380,393
6387,393
5964,393
3117,393
3704,393
3704,393
4120,393
4672,393
3069,393
2630,393
3116,393
4777,393
3905,393
385,393
2308,393
4523,393
2813,393
5084,393
337,393
7331,393
3789,393
7502,393
6856,393
4809,393
2424,393
1311,393
1901,393
6152,393
3431,393
6119,393
1212,393
4095,393
5774,393
6777,393
7403,393
6413,393
4627,393
3617,393
298,393
5335,393
6479,393
2441,393
6823,393
77,393
660,393
610,393
5475,393
2258,393
6393,393
471,393
5878,393
593,393
1504,393
4817,393
101,393
5582,393
4565,393
945,393
460,393
460,393
460,393
460,393
1849,393
982,393
2257,393
4993,393
4994,393
4991,393
4992,393
5052,393
119,393
4034,393
4081,393
4081,393
4081,393
4081,393
4081,393
4926,393
3144,393
4125,393
4125,393
4125,393
4125,393
4125,393
4125,393
5183,393
4857,393
4857,393
4857,393
6504,393
3717,393
3717,393
3717,393
3717,393
3717,393
3717,393
1861,393
1861,393
1861,393
917,393
495,393
5426,393
5426,393
6942,393
6942,393
5124,393
4209,393
6533,393
2687,393
1517,393
6061,393
6061,393
866,393
6735,393
1376,393
1260,393
245,393
7290,393
1606,393
1214,393
3964,393
2316,393
5881,393
6368,393
2449,393
799,393
2145,393
3679,393
5445,393
643,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
1268,393
708,393
760,393
2604,393
3665,393
3665,393
3665,393
3665,393
3665,393
3665,393
3665,393
3665,393
3198,393
1269,393
1269,393
1269,393
1269,393
1269,393
773,393
7104,393
4392,393
1622,393
682,393
682,393
682,393
682,393
7393,393
